[Sys Thread: 1] INFO | 08-06-2025 13:37:08.110 | SessionManager :: InitOnLoad() :: Entering...
[Sys Thread: 1] INFO | 08-06-2025 13:37:08.110 | Installed Printers Count :3
[Sys Thread: 1] INFO | 08-06-2025 13:37:08.110 | IsExportPDFWithPrintOption : True - XPS Printer Name : Microsoft Print to PDF
[Sys Thread: 1] INFO | 08-06-2025 13:37:08.110 | SessionManager :: InitOnLoad() :: Exiting...
[System: 192.168.1.77] INFO | 08-06-2025 13:37:08.485 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:08.485 | Common:: deCodeLevel1 START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:08.485 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:08.485 | Common:: IsBase64 Checking START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:08.485 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.77] INFO | 08-06-2025 13:37:08.578 | Administration:: Entering LDAPChecking
[System: 192.168.1.77] INFO | 08-06-2025 13:37:08.578 | isValidUser:: False
[System: 192.168.1.77] INFO | 08-06-2025 13:37:08.578 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.77] INFO | 08-06-2025 13:37:08.750 | Common:: IsBase64 Checking START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:08.750 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:08.750 | Administration:: Entering LDAPChecking
[System: 192.168.1.77] INFO | 08-06-2025 13:37:08.750 | isValidUser:: False
[System: 192.168.1.77] INFO | 08-06-2025 13:37:08.750 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.77] INFO | 08-06-2025 13:37:13.171 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:13.171 | Common:: deCodeLevel1 START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:13.171 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:13.171 | Common:: IsBase64 Checking START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:13.187 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.77] INFO | 08-06-2025 13:37:13.249 | Administration:: Entering LDAPChecking
[System: 192.168.1.77] INFO | 08-06-2025 13:37:13.249 | isValidUser:: False
[System: 192.168.1.77] INFO | 08-06-2025 13:37:13.249 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.77] INFO | 08-06-2025 13:37:13.296 | Common:: IsBase64 Checking START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:13.296 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:13.296 | Administration:: Entering LDAPChecking
[System: 192.168.1.77] INFO | 08-06-2025 13:37:13.296 | isValidUser:: False
[System: 192.168.1.77] INFO | 08-06-2025 13:37:13.296 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.77] INFO | 08-06-2025 13:37:14.468 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:14.468 | Common:: deCodeLevel1 START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:14.468 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:14.468 | Common:: IsBase64 Checking START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:14.468 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.77] INFO | 08-06-2025 13:37:14.515 | Administration:: Entering LDAPChecking
[System: 192.168.1.77] INFO | 08-06-2025 13:37:14.515 | isValidUser:: False
[System: 192.168.1.77] INFO | 08-06-2025 13:37:14.515 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.77] INFO | 08-06-2025 13:37:14.577 | Common:: IsBase64 Checking START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:14.577 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:14.577 | Administration:: Entering LDAPChecking
[System: 192.168.1.77] INFO | 08-06-2025 13:37:14.577 | isValidUser:: False
[System: 192.168.1.77] INFO | 08-06-2025 13:37:14.577 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.77] INFO | 08-06-2025 13:37:24.778 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:24.778 | Common:: deCodeLevel1 START
[System: 192.168.1.77] INFO | 08-06-2025 13:37:24.778 | Common:: DecodeBase64 START
