[Sys Thread: 1] INFO | 08-08-2025 11:53:20.801 | SessionManager :: InitOnLoad() :: Entering...
[Sys Thread: 1] INFO | 08-08-2025 11:53:20.801 | Installed Printers Count :3
[Sys Thread: 1] INFO | 08-08-2025 11:53:20.801 | IsExportPDFWithPrintOption : True - XPS Printer Name : Microsoft Print to PDF
[Sys Thread: 1] INFO | 08-08-2025 11:53:20.816 | SessionManager :: InitOnLoad() :: Exiting...
[System: 192.168.1.76] INFO | 08-08-2025 11:53:24.019 | Common:: DecodeBase64 START
[System: 192.168.1.76] INFO | 08-08-2025 11:53:24.019 | Common:: deCodeLevel1 START
[System: 192.168.1.76] INFO | 08-08-2025 11:53:24.019 | Common:: DecodeBase64 START
[System: 192.168.1.76] INFO | 08-08-2025 11:53:24.019 | Common:: IsBase64 Checking START
[System: 192.168.1.76] INFO | 08-08-2025 11:53:24.019 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.76] INFO | 08-08-2025 11:53:24.144 | Administration:: Entering LDAPChecking
[System: 192.168.1.76] INFO | 08-08-2025 11:53:24.144 | isValidUser:: True
[System: 192.168.1.76] INFO | 08-08-2025 11:53:24.144 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.76] INFO | 08-08-2025 11:53:24.331 | Common:: IsBase64 Checking START
[System: 192.168.1.76] INFO | 08-08-2025 11:53:24.331 | Common:: DecodeBase64 START
[System: 192.168.1.76] INFO | 08-08-2025 11:53:24.331 | Administration:: Entering LDAPChecking
[System: 192.168.1.76] INFO | 08-08-2025 11:53:24.331 | isValidUser:: True
[System: 192.168.1.76] INFO | 08-08-2025 11:53:24.331 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.76] INFO | 08-08-2025 11:53:46.673 | Common:: DecodeBase64 START
[System: 192.168.1.76] INFO | 08-08-2025 11:53:46.673 | Common:: deCodeLevel1 START
[System: 192.168.1.76] INFO | 08-08-2025 11:53:46.673 | Common:: DecodeBase64 START
[System: 192.168.1.76] INFO | 08-08-2025 11:53:46.720 | Common:: IsBase64 Checking START
[System: 192.168.1.76] INFO | 08-08-2025 11:53:46.720 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.76] INFO | 08-08-2025 11:53:47.001 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.76] INFO | 08-08-2025 11:53:47.064 | Common:: IsBase64 Checking START
[System: 192.168.1.76] INFO | 08-08-2025 11:53:47.064 | Common:: DecodeBase64 START
[System: 192.168.1.76] INFO | 08-08-2025 11:53:47.064 | Administration:: Entering LDAPChecking
[System: 192.168.1.76] INFO | 08-08-2025 11:53:47.064 | isValidUser:: True
[System: 192.168.1.76] INFO | 08-08-2025 11:53:47.064 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.76] ERROR | 08-08-2025 11:53:47.235 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.76] INFO | 08-08-2025 11:53:47.267 | Administration:: Entering InitLoginSession
[System: 192.168.1.76] INFO | 08-08-2025 11:53:47.298 | Administration:: Entering AllowSession  1
[System: 192.168.1.76] INFO | 08-08-2025 11:53:47.298 | Administration:: Entering AllowSession  end
[System: 192.168.1.76] ERROR | 08-08-2025 11:53:47.298 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.76] ERROR | 08-08-2025 11:53:47.391 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.76] ERROR | 08-08-2025 11:53:53.789 | RibbonGenerator:: GetRibbonViewWeb
