[Sys Thread: 23] INFO | 11-13-2025 17:07:05.053 | SessionManager :: InitOnLoad() :: Entering...
[Sys Thread: 23] INFO | 11-13-2025 17:07:05.053 | Installed Printers Count :3
[Sys Thread: 23] INFO | 11-13-2025 17:07:05.053 | IsExportPDFWithPrintOption : True - XPS Printer Name : Microsoft Print to PDF
[Sys Thread: 23] INFO | 11-13-2025 17:07:05.053 | SessionManager :: InitOnLoad() :: Exiting...
[System: 192.168.1.99] ERROR | 11-13-2025 17:07:05.459 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.73] ERROR | 11-13-2025 17:07:05.475 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.77] INFO | 11-13-2025 17:07:06.287 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 11-13-2025 17:07:06.287 | Common:: deCodeLevel1 START
[System: 192.168.1.77] INFO | 11-13-2025 17:07:06.287 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 11-13-2025 17:07:06.287 | Common:: IsBase64 Checking START
[System: 192.168.1.77] INFO | 11-13-2025 17:07:06.287 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.77] INFO | 11-13-2025 17:07:06.334 | Administration:: Entering LDAPChecking
[System: 192.168.1.77] INFO | 11-13-2025 17:07:06.334 | isValidUser:: True
[System: 192.168.1.77] INFO | 11-13-2025 17:07:06.334 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.77] INFO | 11-13-2025 17:07:06.412 | Common:: IsBase64 Checking START
[System: 192.168.1.77] INFO | 11-13-2025 17:07:06.412 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 11-13-2025 17:07:06.412 | Administration:: Entering LDAPChecking
[System: 192.168.1.77] INFO | 11-13-2025 17:07:06.412 | isValidUser:: True
[System: 192.168.1.77] INFO | 11-13-2025 17:07:06.412 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.77] INFO | 11-13-2025 17:07:08.459 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 11-13-2025 17:07:08.459 | Common:: deCodeLevel1 START
[System: 192.168.1.77] INFO | 11-13-2025 17:07:08.459 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 11-13-2025 17:07:08.459 | Common:: IsBase64 Checking START
[System: 192.168.1.77] INFO | 11-13-2025 17:07:08.459 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.77] INFO | 11-13-2025 17:07:08.599 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.77] INFO | 11-13-2025 17:07:08.709 | Common:: IsBase64 Checking START
[System: 192.168.1.77] INFO | 11-13-2025 17:07:08.709 | Common:: DecodeBase64 START
[System: 192.168.1.77] INFO | 11-13-2025 17:07:08.709 | Administration:: Entering LDAPChecking
[System: 192.168.1.77] INFO | 11-13-2025 17:07:08.709 | isValidUser:: True
[System: 192.168.1.77] INFO | 11-13-2025 17:07:08.709 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.77] ERROR | 11-13-2025 17:07:08.787 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.77] INFO | 11-13-2025 17:07:08.802 | Administration:: Entering InitLoginSession
[System: 192.168.1.77] INFO | 11-13-2025 17:07:08.818 | Administration:: Entering AllowSession  1
[System: 192.168.1.77] INFO | 11-13-2025 17:07:08.818 | Administration:: Entering AllowSession  end
[System: 192.168.1.77] ERROR | 11-13-2025 17:07:08.818 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.77] ERROR | 11-13-2025 17:07:08.912 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.77] ERROR | 11-13-2025 17:07:08.912 | RibbonGenerator:: GetRibbonViewWeb
[System: 192.168.1.77] INFO | 11-13-2025 17:07:08.912 | RibbonGenerator:: Inside GetRibbonView
[System: 192.168.1.77] ERROR | 11-13-2025 17:07:08.943 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.77] ERROR | 11-13-2025 17:07:08.990 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.77] ERROR | 11-13-2025 17:07:09.146 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.77] INFO | 11-13-2025 17:07:09.224 | RibbonGenerator:: Success: GetRibbonView
[System: 192.168.1.77] ERROR | 11-13-2025 17:07:09.224 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.77] ERROR | 11-13-2025 17:07:09.521 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.77] ERROR | 11-13-2025 17:07:09.552 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.77] ERROR | 11-13-2025 17:07:09.583 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.77] INFO | 11-13-2025 17:07:09.599 | Administration:: Entering GetUserDetails
[System: 192.168.1.77] ERROR | 11-13-2025 17:07:09.646 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.77] INFO | 11-13-2025 17:07:09.677 | Administration:: Exiting GetUserDetails
[System: 192.168.1.77] ERROR | 11-13-2025 17:07:09.677 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.77] INFO | 11-13-2025 17:07:09.771 | Administration:: Entering GetUserDetails
[System: 192.168.1.77] INFO | 11-13-2025 17:07:09.818 | Administration:: Exiting GetUserDetails
[System: 192.168.1.77] ERROR | 11-13-2025 17:07:09.818 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.77] INFO | 11-13-2025 17:07:09.927 | ReportLayout:: GetDataSet START
[System: 192.168.1.77] INFO | 11-13-2025 17:07:09.974 | ReportLayout:: GetDataSet END
[System: 192.168.1.77] ERROR | 11-13-2025 17:07:09.974 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.77] INFO | 11-13-2025 17:07:10.021 | ReportLayout:: GetDataSet START
[System: 192.168.1.77] INFO | 11-13-2025 17:07:10.021 | ReportLayout:: GetDataSet END
[System: 192.168.1.77] ERROR | 11-13-2025 17:07:10.021 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.77] INFO | 11-13-2025 17:07:10.021 | ReportLayout:: GetDataSet START
[System: 192.168.1.77] INFO | 11-13-2025 17:07:10.099 | ReportLayout:: GetDataSet END
[System: 192.168.1.77] ERROR | 11-13-2025 17:07:10.099 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.77] INFO | 11-13-2025 17:07:10.115 | ReportLayout:: GetDataSet START
[System: 192.168.1.77] INFO | 11-13-2025 17:07:10.115 | ReportLayout:: GetDataSet END
[System: 192.168.1.77] ERROR | 11-13-2025 17:07:10.115 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
