[Sys Thread: 1] INFO | 11-14-2025 10:35:06.331 | SessionManager :: InitOnLoad() :: Entering...
[Sys Thread: 1] INFO | 11-14-2025 10:35:06.331 | Installed Printers Count :3
[Sys Thread: 1] INFO | 11-14-2025 10:35:06.346 | IsExportPDFWithPrintOption : True - XPS Printer Name : Microsoft Print to PDF
[Sys Thread: 1] INFO | 11-14-2025 10:35:06.346 | SessionManager :: InitOnLoad() :: Exiting...
[System: 192.168.1.170] ERROR | 11-14-2025 10:35:06.924 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.170] ERROR | 11-14-2025 10:35:09.330 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] ERROR | 11-14-2025 10:52:27.254 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] ERROR | 11-14-2025 10:52:27.254 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] INFO | 11-14-2025 10:52:32.472 | Common:: DecodeBase64 START
[System: 192.168.1.79] INFO | 11-14-2025 10:52:32.472 | Common:: deCodeLevel1 START
[System: 192.168.1.79] INFO | 11-14-2025 10:52:32.472 | Common:: DecodeBase64 START
[System: 192.168.1.79] INFO | 11-14-2025 10:52:32.472 | Common:: IsBase64 Checking START
[System: 192.168.1.79] INFO | 11-14-2025 10:52:32.472 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.79] INFO | 11-14-2025 10:52:32.519 | Administration:: Entering LDAPChecking
[System: 192.168.1.79] INFO | 11-14-2025 10:52:32.519 | isValidUser:: True
[System: 192.168.1.79] INFO | 11-14-2025 10:52:32.519 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.79] INFO | 11-14-2025 10:52:32.597 | Common:: IsBase64 Checking START
[System: 192.168.1.79] INFO | 11-14-2025 10:52:32.597 | Common:: DecodeBase64 START
[System: 192.168.1.79] INFO | 11-14-2025 10:52:32.597 | Administration:: Entering LDAPChecking
[System: 192.168.1.79] INFO | 11-14-2025 10:52:32.597 | isValidUser:: True
[System: 192.168.1.79] INFO | 11-14-2025 10:52:32.597 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.79] INFO | 11-14-2025 10:52:50.430 | Common:: DecodeBase64 START
[System: 192.168.1.79] INFO | 11-14-2025 10:52:50.430 | Common:: deCodeLevel1 START
[System: 192.168.1.79] INFO | 11-14-2025 10:52:50.430 | Common:: DecodeBase64 START
[System: 192.168.1.79] INFO | 11-14-2025 10:52:50.430 | Common:: IsBase64 Checking START
[System: 192.168.1.79] INFO | 11-14-2025 10:52:50.430 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.79] INFO | 11-14-2025 10:52:50.586 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.79] INFO | 11-14-2025 10:52:50.648 | Common:: IsBase64 Checking START
[System: 192.168.1.79] INFO | 11-14-2025 10:52:50.648 | Common:: DecodeBase64 START
[System: 192.168.1.79] INFO | 11-14-2025 10:52:50.648 | Administration:: Entering LDAPChecking
[System: 192.168.1.79] INFO | 11-14-2025 10:52:50.648 | isValidUser:: True
[System: 192.168.1.79] INFO | 11-14-2025 10:52:50.648 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.79] ERROR | 11-14-2025 10:52:50.742 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] INFO | 11-14-2025 10:52:50.742 | Administration:: Entering InitLoginSession
[System: 192.168.1.79] INFO | 11-14-2025 10:52:50.773 | Administration:: Entering AllowSession  1
[System: 192.168.1.79] INFO | 11-14-2025 10:52:50.773 | Administration:: Entering AllowSession  end
[System: 192.168.1.79] ERROR | 11-14-2025 10:52:50.773 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] ERROR | 11-14-2025 10:52:50.945 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] ERROR | 11-14-2025 10:52:56.780 | RibbonGenerator:: GetRibbonViewWeb
[System: 192.168.1.79] ERROR | 11-14-2025 10:52:56.780 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] INFO | 11-14-2025 10:52:56.780 | RibbonGenerator:: Inside GetRibbonView
[System: 192.168.1.79] INFO | 11-14-2025 10:52:57.092 | RibbonGenerator:: Success: GetRibbonView
[System: 192.168.1.79] ERROR | 11-14-2025 10:52:57.108 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] ERROR | 11-14-2025 10:52:57.420 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] ERROR | 11-14-2025 10:52:57.452 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] ERROR | 11-14-2025 10:52:57.514 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] INFO | 11-14-2025 10:52:57.530 | Administration:: Entering GetUserDetails
[System: 192.168.1.79] INFO | 11-14-2025 10:52:57.592 | Administration:: Exiting GetUserDetails
[System: 192.168.1.79] ERROR | 11-14-2025 10:52:57.608 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] INFO | 11-14-2025 10:52:57.670 | Administration:: Entering GetUserDetails
[System: 192.168.1.79] INFO | 11-14-2025 10:52:57.733 | Administration:: Exiting GetUserDetails
[System: 192.168.1.79] ERROR | 11-14-2025 10:52:57.733 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] INFO | 11-14-2025 10:52:57.842 | ReportLayout:: GetDataSet START
[System: 192.168.1.79] INFO | 11-14-2025 10:52:57.873 | ReportLayout:: GetDataSet END
[System: 192.168.1.79] ERROR | 11-14-2025 10:52:57.889 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] INFO | 11-14-2025 10:52:57.936 | ReportLayout:: GetDataSet START
[System: 192.168.1.79] INFO | 11-14-2025 10:52:57.936 | ReportLayout:: GetDataSet END
[System: 192.168.1.79] ERROR | 11-14-2025 10:52:57.936 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.79] INFO | 11-14-2025 10:52:57.951 | ReportLayout:: GetDataSet START
[System: 192.168.1.79] INFO | 11-14-2025 10:52:58.170 | ReportLayout:: GetDataSet END
[System: 192.168.1.79] ERROR | 11-14-2025 10:52:58.170 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
