[Sys Thread: 1] INFO | 07/03/2026 17:06:53.955 | DBLOGGER Initiated
[System: 192.168.1.76] INFO | 07/03/2026 17:06:57.619 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetClientUserDetails2C
[System: 192.168.1.76] INFO | 07/03/2026 17:06:57.682 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.76] INFO | 07/03/2026 17:06:57.869 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_UserLoginCheck
[System: 192.168.1.76] INFO | 07/03/2026 17:06:57.869 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.76] INFO | 07/03/2026 17:06:57.969 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetClientUserDetails2C
[System: 192.168.1.76] INFO | 07/03/2026 17:06:57.985 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.76] INFO | 07/03/2026 17:06:58.016 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_UserLoginCheck
[System: 192.168.1.76] INFO | 07/03/2026 17:06:58.016 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
