[Sys Thread: 1] INFO | 09-30-2025 10:41:10.866 | SessionManager :: InitOnLoad() :: Entering...
[Sys Thread: 1] INFO | 09-30-2025 10:41:10.866 | Installed Printers Count :3
[Sys Thread: 1] INFO | 09-30-2025 10:41:10.866 | IsExportPDFWithPrintOption : True - XPS Printer Name : Microsoft Print to PDF
[Sys Thread: 1] INFO | 09-30-2025 10:41:10.866 | SessionManager :: InitOnLoad() :: Exiting...
[System: 192.168.1.54] INFO | 09-30-2025 10:41:11.257 | Common:: DecodeBase64 START
[System: 192.168.1.54] INFO | 09-30-2025 10:41:11.257 | Common:: deCodeLevel1 START
[System: 192.168.1.54] INFO | 09-30-2025 10:41:11.257 | Common:: DecodeBase64 START
[System: 192.168.1.54] INFO | 09-30-2025 10:41:11.257 | Common:: IsBase64 Checking START
[System: 192.168.1.54] INFO | 09-30-2025 10:41:11.257 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.54] INFO | 09-30-2025 10:41:11.351 | Administration:: Entering LDAPChecking
[System: 192.168.1.54] INFO | 09-30-2025 10:41:11.366 | isValidUser:: True
[System: 192.168.1.54] INFO | 09-30-2025 10:41:11.366 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.54] INFO | 09-30-2025 10:41:11.557 | Common:: IsBase64 Checking START
[System: 192.168.1.54] INFO | 09-30-2025 10:41:11.557 | Common:: DecodeBase64 START
[System: 192.168.1.54] INFO | 09-30-2025 10:41:11.557 | Administration:: Entering LDAPChecking
[System: 192.168.1.54] INFO | 09-30-2025 10:41:11.557 | isValidUser:: True
[System: 192.168.1.54] INFO | 09-30-2025 10:41:11.557 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.54] INFO | 09-30-2025 10:41:57.827 | Common:: DecodeBase64 START
[System: 192.168.1.54] INFO | 09-30-2025 10:41:57.842 | Common:: deCodeLevel1 START
[System: 192.168.1.54] INFO | 09-30-2025 10:41:57.842 | Common:: DecodeBase64 START
[System: 192.168.1.54] INFO | 09-30-2025 10:41:57.842 | Common:: IsBase64 Checking START
[System: 192.168.1.54] INFO | 09-30-2025 10:41:57.842 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.54] INFO | 09-30-2025 10:42:00.085 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.54] INFO | 09-30-2025 10:42:00.147 | Common:: IsBase64 Checking START
[System: 192.168.1.54] INFO | 09-30-2025 10:42:00.147 | Common:: DecodeBase64 START
[System: 192.168.1.54] INFO | 09-30-2025 10:42:00.147 | Administration:: Entering LDAPChecking
[System: 192.168.1.54] INFO | 09-30-2025 10:42:00.147 | isValidUser:: True
[System: 192.168.1.54] INFO | 09-30-2025 10:42:00.147 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.54] ERROR | 09-30-2025 10:42:00.319 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] INFO | 09-30-2025 10:42:00.335 | Administration:: Entering InitLoginSession
[System: 192.168.1.54] INFO | 09-30-2025 10:42:00.351 | Administration:: Entering AllowSession  1
[System: 192.168.1.54] INFO | 09-30-2025 10:42:00.351 | Administration:: Entering AllowSession  end
[System: 192.168.1.54] ERROR | 09-30-2025 10:42:00.366 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] ERROR | 09-30-2025 10:42:00.601 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] ERROR | 09-30-2025 10:42:02.347 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] ERROR | 09-30-2025 10:42:02.363 | RibbonGenerator:: GetRibbonViewWeb
[System: 192.168.1.54] INFO | 09-30-2025 10:42:02.378 | RibbonGenerator:: Inside GetRibbonView
[System: 192.168.1.54] ERROR | 09-30-2025 10:42:02.472 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] INFO | 09-30-2025 10:42:04.388 | RibbonGenerator:: Success: GetRibbonView
[System: 192.168.1.54] ERROR | 09-30-2025 10:42:04.404 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] ERROR | 09-30-2025 10:42:04.787 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] ERROR | 09-30-2025 10:42:04.860 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] ERROR | 09-30-2025 10:42:04.891 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] INFO | 09-30-2025 10:42:04.907 | Administration:: Entering GetUserDetails
[System: 192.168.1.54] INFO | 09-30-2025 10:42:05.251 | Administration:: Exiting GetUserDetails
[System: 192.168.1.54] ERROR | 09-30-2025 10:42:05.251 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] INFO | 09-30-2025 10:42:05.329 | Administration:: Entering GetUserDetails
[System: 192.168.1.54] INFO | 09-30-2025 10:42:05.391 | Administration:: Exiting GetUserDetails
[System: 192.168.1.54] ERROR | 09-30-2025 10:42:05.391 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] INFO | 09-30-2025 10:42:05.501 | Common:: DecodeBase64 START
[System: 192.168.1.54] INFO | 09-30-2025 10:42:05.516 | ReportLayout:: GetDataSet START
[System: 192.168.1.54] INFO | 09-30-2025 10:42:05.547 | ReportLayout:: GetDataSet END
[System: 192.168.1.54] ERROR | 09-30-2025 10:42:05.547 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] INFO | 09-30-2025 10:42:05.594 | Common:: DecodeBase64 START
[System: 192.168.1.54] INFO | 09-30-2025 10:42:05.594 | ReportLayout:: GetDataSet START
[System: 192.168.1.54] INFO | 09-30-2025 10:42:05.610 | ReportLayout:: GetDataSet END
[System: 192.168.1.54] ERROR | 09-30-2025 10:42:05.626 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] INFO | 09-30-2025 10:42:05.626 | Common:: DecodeBase64 START
[System: 192.168.1.54] INFO | 09-30-2025 10:42:05.626 | ReportLayout:: GetDataSet START
[System: 192.168.1.54] INFO | 09-30-2025 10:42:05.985 | ReportLayout:: GetDataSet END
[System: 192.168.1.54] ERROR | 09-30-2025 10:42:05.985 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] INFO | 09-30-2025 10:42:06.001 | Common:: DecodeBase64 START
[System: 192.168.1.54] INFO | 09-30-2025 10:42:06.016 | Common:: deCodeLevel1 START
[System: 192.168.1.54] INFO | 09-30-2025 10:42:06.016 | Common:: DecodeBase64 START
[System: 192.168.1.54] ERROR | 09-30-2025 10:42:06.471 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] INFO | 09-30-2025 10:43:06.011 | Common:: DecodeBase64 START
[System: 192.168.1.54] INFO | 09-30-2025 10:43:06.011 | Common:: deCodeLevel1 START
[System: 192.168.1.54] INFO | 09-30-2025 10:43:06.011 | Common:: DecodeBase64 START
[System: 192.168.1.54] ERROR | 09-30-2025 10:43:06.074 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] INFO | 09-30-2025 10:44:06.013 | Common:: DecodeBase64 START
[System: 192.168.1.54] INFO | 09-30-2025 10:44:06.013 | Common:: deCodeLevel1 START
[System: 192.168.1.54] INFO | 09-30-2025 10:44:06.013 | Common:: DecodeBase64 START
[System: 192.168.1.54] INFO | 09-30-2025 10:44:06.013 | Common:: IsBase64 Checking START
[System: 192.168.1.54] INFO | 09-30-2025 10:44:06.013 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.54] INFO | 09-30-2025 10:44:06.060 | Administration:: Entering LDAPChecking
[System: 192.168.1.54] INFO | 09-30-2025 10:44:06.060 | isValidUser:: True
[System: 192.168.1.54] INFO | 09-30-2025 10:44:06.060 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.54] INFO | 09-30-2025 10:44:06.107 | Common:: IsBase64 Checking START
[System: 192.168.1.54] INFO | 09-30-2025 10:44:06.107 | Common:: DecodeBase64 START
[System: 192.168.1.54] INFO | 09-30-2025 10:44:06.107 | Administration:: Entering LDAPChecking
[System: 192.168.1.54] INFO | 09-30-2025 10:44:06.107 | isValidUser:: True
[System: 192.168.1.54] INFO | 09-30-2025 10:44:06.107 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.54] INFO | 09-30-2025 10:44:18.425 | Common:: DecodeBase64 START
[System: 192.168.1.54] INFO | 09-30-2025 10:44:18.425 | Common:: deCodeLevel1 START
[System: 192.168.1.54] INFO | 09-30-2025 10:44:18.425 | Common:: DecodeBase64 START
[System: 192.168.1.54] INFO | 09-30-2025 10:44:18.425 | Common:: IsBase64 Checking START
[System: 192.168.1.54] INFO | 09-30-2025 10:44:18.425 | Administration:: Entering GetClientUserDetails
[System: 192.168.1.54] INFO | 09-30-2025 10:44:20.469 | AdminController:: Exiting GetUserDetails
[System: 192.168.1.54] INFO | 09-30-2025 10:44:20.547 | Common:: IsBase64 Checking START
[System: 192.168.1.54] INFO | 09-30-2025 10:44:20.547 | Common:: DecodeBase64 START
[System: 192.168.1.54] INFO | 09-30-2025 10:44:20.547 | Administration:: Entering LDAPChecking
[System: 192.168.1.54] INFO | 09-30-2025 10:44:20.547 | isValidUser:: True
[System: 192.168.1.54] INFO | 09-30-2025 10:44:20.547 | AdminController:: Exiting LDAPUserCheck
[System: 192.168.1.54] ERROR | 09-30-2025 10:44:20.641 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] INFO | 09-30-2025 10:44:20.657 | Administration:: Entering InitLoginSession
[System: 192.168.1.54] INFO | 09-30-2025 10:44:20.672 | Administration:: Entering AllowSession  1
[System: 192.168.1.54] INFO | 09-30-2025 10:44:20.672 | Administration:: Entering AllowSession  end
[System: 192.168.1.54] ERROR | 09-30-2025 10:44:20.688 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] ERROR | 09-30-2025 10:44:20.782 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] ERROR | 09-30-2025 10:44:22.290 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] ERROR | 09-30-2025 10:44:22.306 | RibbonGenerator:: GetRibbonViewWeb
[System: 192.168.1.54] INFO | 09-30-2025 10:44:22.306 | RibbonGenerator:: Inside GetRibbonView
[System: 192.168.1.54] ERROR | 09-30-2025 10:44:22.369 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] INFO | 09-30-2025 10:44:23.325 | RibbonGenerator:: Success: GetRibbonView
[System: 192.168.1.54] ERROR | 09-30-2025 10:44:23.325 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] ERROR | 09-30-2025 10:44:23.637 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] ERROR | 09-30-2025 10:44:23.684 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
[System: 192.168.1.54] ERROR | 09-30-2025 10:44:23.731 | ExecuteAsync: HttpStatusCode.Unauthorized=>Unauthorizedresponse.StatusCode=>OK
