[Sys Thread: 1] INFO | 11-13-2025 14:34:03.750 | DBLOGGER Initiated
[System: 192.168.1.99] INFO | 11-13-2025 14:34:04.047 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetClientUserDetails2C
[System: 192.168.1.99] INFO | 11-13-2025 14:34:18.721 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:34:18.721 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetClientUserDetails
[System: 192.168.1.99] INFO | 11-13-2025 14:34:18.721 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:34:18.721 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetUserDetails
[System: 192.168.1.99] INFO | 11-13-2025 14:34:18.721 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:34:25.189 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetClientUserDetails2C
[System: 192.168.1.99] INFO | 11-13-2025 14:34:39.785 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:34:39.785 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetClientUserDetails
[System: 192.168.1.99] INFO | 11-13-2025 14:34:39.785 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:34:39.785 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetUserDetails
[System: 192.168.1.99] INFO | 11-13-2025 14:34:39.785 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:34:45.287 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetClientUserDetails2C
[System: 192.168.1.99] INFO | 11-13-2025 14:34:45.287 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:34:45.287 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetClientUserDetails
[System: 192.168.1.99] INFO | 11-13-2025 14:34:45.287 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:34:45.287 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetUserDetails
[System: 192.168.1.99] INFO | 11-13-2025 14:34:45.287 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:34:50.880 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetClientUserDetails2C
[System: 192.168.1.99] INFO | 11-13-2025 14:35:05.556 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:35:05.556 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetClientUserDetails
[System: 192.168.1.99] INFO | 11-13-2025 14:35:05.556 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:35:05.556 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetUserDetails
[System: 192.168.1.99] INFO | 11-13-2025 14:35:05.556 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:35:05.572 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetClientUserDetails2C
[System: 192.168.1.99] INFO | 11-13-2025 14:35:05.587 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:35:05.587 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetClientUserDetails
[System: 192.168.1.99] INFO | 11-13-2025 14:35:05.587 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:35:05.587 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetUserDetails
[System: 192.168.1.99] INFO | 11-13-2025 14:35:05.587 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:35:21.252 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetClientUserDetails2C
[System: 192.168.1.99] INFO | 11-13-2025 14:35:21.252 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:35:21.268 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetClientUserDetails
[System: 192.168.1.99] INFO | 11-13-2025 14:35:21.268 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:35:21.268 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetUserDetails
[System: 192.168.1.99] INFO | 11-13-2025 14:35:21.268 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:35:24.408 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetClientUserDetails2C
[System: 192.168.1.99] INFO | 11-13-2025 14:35:24.408 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:35:24.408 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetClientUserDetails
[System: 192.168.1.99] INFO | 11-13-2025 14:35:24.408 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:35:24.408 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetUserDetails
[System: 192.168.1.99] INFO | 11-13-2025 14:35:24.408 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:35:37.529 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetClientUserDetails2C
[System: 192.168.1.99] INFO | 11-13-2025 14:35:52.148 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:35:52.148 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetClientUserDetails
[System: 192.168.1.99] INFO | 11-13-2025 14:35:52.148 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
[System: 192.168.1.99] INFO | 11-13-2025 14:35:52.148 | Model :: DBHandler :: :: Entering Get-ReturnValue Method. CompanyIndex = 0;  SPName = spADM_GetUserDetails
[System: 192.168.1.99] INFO | 11-13-2025 14:35:52.148 | Model :: DBHandler :: :: Exiting Get-ReturnValue Method.
